10,3/27/2017,10:8:16,
3,3/27/2017,10:8:16,
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200
9,0/0/1970,0:0:0,
9,0/0/1970,0:0:0,
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,10,1
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,10,1
9,0/0/1970,0:0:0,
10,1/1/1970,0:3:0,
4,1/1/1970,0:3:0,
53,0/0/1970,0:0:0,53,0/0/1970,0:0:0,
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,53,0/0/1970,0:0:0,
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,0/0/1970,0:0:0,120,1200,60,900,0,8
9,0/0/1970,0:0:0,
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
53,3/27/2017,13:2:33,120,1200,60,900,0,8
